191	2.033
192	2.033
193	2.032
194	2.032
195	2.032
196	2.032
197	2.032
198	2.032
199	2.032
200	2.032
201	2.032
202	2.032
203	2.032
204	2.032
205	2.032
206	2.032
207	2.032
208	2.032
209	2.032
210	2.032
211	2.032
212	2.032
213	2.032
214	2.032
215	2.033
216	2.033
217	2.033
218	2.033
219	2.033
220	2.033
221	2.033
222	2.033
223	2.033
224	2.033
225	2.033
226	2.033
227	2.033
228	2.033
229	2.033
230	2.033
231	2.033
232	2.033
233	2.033
234	2.033
235	2.033
236	2.033
237	2.033
238	2.033
239	2.033
240	2.033
241	2.033
242	2.033
243	2.033
244	2.033
245	2.033
246	2.033
247	2.033
248	2.033
249	2.033
250	2.033
251	2.033
252	2.033
253	2.033
254	2.033
255	2.033
256	2.033
257	2.033
258	2.033
259	2.033
260	2.033
261	2.033
262	2.033
263	2.033
264	2.033
265	2.033
266	2.033
267	2.033
268	2.033
269	2.033
270	2.033
271	2.033
272	2.033
273	2.033
274	2.033
275	2.033
276	2.033
277	2.033
278	2.033
279	2.033
280	2.033
281	2.032
282	2.031
283	2.028
284	2.025
285	2.021
286	2.017
287	2.012
288	2.007
289	2.002
290	1.996
291	1.991
292	1.985
293	1.979
294	1.974
295	1.969
296	1.963
297	1.958
298	1.954
299	1.95
300	1.946
301	1.942
302	1.939
303	1.937
304	1.935
305	1.933
306	1.932
307	1.931
308	1.931
309	1.931
310	1.932
311	1.933
312	1.934
313	1.936
314	1.938
315	1.94
316	1.943
317	1.946
318	1.948
319	1.951
320	1.954
321	1.957
322	1.961
323	1.963
324	1.966
325	1.969
326	1.972
327	1.974
328	1.977
329	1.979
330	1.981
331	1.982
332	1.984
333	1.985
334	1.986
335	1.986
336	1.987
337	1.987
338	1.987
339	1.986
340	1.986
341	1.985
342	1.984
343	1.983
344	1.982
345	1.98
346	1.979
347	1.977
348	1.976
349	1.974
350	1.973
351	1.971
352	1.969
353	1.968
354	1.966
355	1.965
356	1.963
357	1.962
358	1.961
359	1.96
360	1.959
361	1.958
362	1.958
363	1.957
364	1.957
365	1.957
366	1.957
367	1.957
368	1.957
369	1.957
370	1.958
371	1.958
372	1.959
373	1.959
374	1.96
375	1.961
376	1.962
377	1.963
378	1.963
379	1.964
380	1.965
381	1.966
382	1.967
383	1.968
384	1.968
385	1.969
386	1.97
387	1.97
388	1.971
389	1.972
390	1.972
391	1.972
392	1.973
393	1.973
394	1.973
395	1.973
396	1.973
397	1.973
398	1.973
399	1.972
400	1.972
401	1.972
402	1.971
403	1.971
404	1.971
405	1.97
406	1.97
407	1.969
408	1.969
409	1.968
410	1.968
411	1.967
412	1.967
413	1.967
414	1.966
415	1.966
416	1.965
417	1.965
418	1.965
419	1.965
420	1.964
421	1.964
422	1.964
423	1.964
424	1.964
425	1.964
426	1.964
427	1.964
428	1.964
429	1.965
430	1.965
431	1.965
432	1.965
433	1.965
434	1.966
435	1.966
436	1.966
437	1.966
438	1.967
439	1.967
440	1.967
441	1.967
442	1.968
443	1.968
444	1.968
445	1.968
446	1.968
447	1.968
448	1.969
449	1.969
450	1.969
451	1.969
452	1.969
453	1.969
454	1.969
455	1.969
456	1.969
457	1.969
458	1.969
459	1.969
460	1.968
461	1.968
462	1.968
463	1.968
464	1.968
465	1.968
466	1.968
467	1.968
468	1.967
469	1.967
470	1.967
471	1.967
472	1.967
473	1.967
474	1.967
475	1.967
476	1.967
477	1.966
478	1.966
479	1.966
480	1.966
481	1.966
482	1.966
483	1.966
484	1.966
485	1.966
486	1.966
487	1.966
488	1.966
489	1.967
490	1.967
491	1.967
492	1.967
493	1.967
494	1.967
495	1.967
496	1.967
497	1.967
498	1.967
499	1.967
500	1.967
501	1.967
502	1.967
503	1.967
504	1.968
505	1.968
506	1.968
507	1.968
508	1.968
509	1.968
510	1.968
511	1.968
512	1.968
513	1.968
514	1.968
515	1.968
516	1.968
517	1.968
518	1.968
519	1.968
520	1.967
521	1.967
522	1.967
523	1.967
524	1.967
525	1.967
526	1.967
527	1.967
528	1.967
529	1.967
530	1.967
531	1.968
532	1.969
533	1.973
534	1.977
535	1.983
536	1.989
537	1.996
538	2.003
539	2.011
540	2.02
541	2.028
542	2.036
543	2.045
544	2.053
545	2.061
546	2.069
547	2.077
548	2.084
549	2.09
550	2.096
551	2.102
552	2.106
553	2.11
554	2.114
555	2.116
556	2.118
557	2.119
558	2.12
559	2.12
560	2.119
561	2.118
562	2.116
563	2.113
564	2.11
565	2.107
566	2.103
567	2.099
568	2.095
569	2.091
570	2.086
571	2.082
572	2.077
573	2.072
574	2.068
575	2.064
576	2.06
577	2.056
578	2.052
579	2.049
580	2.046
581	2.044
582	2.042
583	2.04
584	2.038
585	2.037
586	2.037
587	2.036
588	2.036
589	2.037
590	2.038
591	2.039
592	2.04
593	2.042
594	2.043
595	2.045
596	2.047
597	2.05
598	2.052
599	2.054
600	2.057
601	2.059
602	2.062
603	2.064
604	2.066
605	2.069
606	2.071
607	2.073
608	2.074
609	2.076
610	2.077
611	2.078
612	2.079
613	2.08
614	2.081
615	2.081
616	2.081
617	2.081
618	2.081
619	2.081
620	2.08
621	2.079
622	2.079
623	2.078
624	2.077
625	2.075
626	2.074
627	2.073
628	2.072
629	2.07
630	2.069
631	2.068
632	2.066
633	2.065
634	2.064
635	2.063
636	2.062
637	2.061
638	2.06
639	2.059
640	2.059
641	2.058
642	2.058
643	2.057
644	2.057
645	2.057
646	2.057
647	2.057
648	2.057
649	2.058
650	2.058
651	2.059
652	2.059
653	2.06
654	2.06
655	2.061
656	2.062
657	2.062
658	2.063
659	2.064
660	2.064
661	2.065
662	2.066
663	2.066
664	2.067
665	2.068
666	2.068
667	2.069
668	2.069
669	2.069
670	2.07
671	2.07
672	2.07
673	2.07
674	2.07
675	2.07
676	2.07
677	2.07
678	2.07
679	2.07
680	2.069
681	2.069
682	2.069
683	2.068
684	2.068
685	2.068
686	2.067
687	2.067
688	2.067
689	2.066
690	2.066
691	2.066
692	2.065
693	2.065
694	2.065
695	2.064
696	2.064
697	2.064
698	2.064
699	2.063
700	2.063
701	2.063
702	2.063
703	2.063
704	2.063
705	2.063
706	2.063
707	2.063
708	2.063
709	2.064
710	2.064
711	2.064
712	2.064
713	2.064
714	2.064
715	2.065
716	2.065
717	2.065
718	2.065
719	2.065
720	2.066
721	2.066
722	2.066
723	2.066
724	2.066
725	2.066
726	2.067
727	2.067
728	2.067
729	2.067
730	2.067
731	2.067
732	2.067
733	2.067
734	2.067
735	2.067
736	2.067
737	2.067
738	2.067
739	2.067
740	2.067
741	2.066
742	2.066
743	2.066
744	2.066
745	2.066
746	2.066
747	2.066
748	2.066
749	2.066
750	2.065
751	2.065
752	2.065
753	2.065
754	2.065
755	2.065
756	2.065
757	2.065
758	2.065
759	2.065
760	2.065
761	2.065
762	2.065
763	2.065
764	2.065
765	2.065
766	2.065
767	2.065
768	2.065
769	2.065
770	2.065
771	2.065
772	2.065
773	2.065
774	2.065
775	2.065
776	2.065
777	2.066
778	2.066
779	2.066
780	2.066
781	2.065
782	2.063
783	2.06
784	2.054
785	2.047
786	2.039
787	2.03
788	2.02
789	2.01
790	1.999
791	1.988
792	1.977
793	1.966
794	1.954
795	1.943
796	1.933
797	1.923
798	1.913
799	1.904
800	1.896
801	1.889
802	1.882
803	1.876
804	1.872
805	1.868
806	1.865
807	1.863
808	1.862
809	1.862
810	1.863
811	1.865
812	1.867
813	1.87
814	1.874
815	1.878
816	1.883
817	1.888
818	1.894
819	1.899
820	1.905
821	1.911
822	1.917
823	1.923
824	1.929
825	1.935
826	1.941
827	1.946
828	1.951
829	1.955
830	1.959
831	1.962
832	1.966
833	1.968
834	1.97
835	1.972
836	1.973
837	1.973
838	1.973
839	1.973
840	1.972
841	1.971
842	1.969
843	1.967
844	1.965
845	1.962
846	1.96
847	1.957
848	1.953
849	1.95
850	1.947
851	1.944
852	1.94
853	1.937
854	1.934
855	1.931
856	1.928
857	1.926
858	1.923
859	1.921
860	1.919
861	1.918
862	1.916
863	1.915
864	1.914
865	1.914
866	1.913
867	1.913
868	1.914
869	1.914
870	1.915
871	1.916
872	1.917
873	1.918
874	1.919
875	1.921
876	1.922
877	1.924
878	1.926
879	1.928
880	1.929
881	1.931
882	1.933
883	1.934
884	1.936
885	1.938
886	1.939
887	1.94
888	1.941
889	1.942
890	1.943
891	1.944
892	1.945
893	1.945
894	1.945
895	1.946
896	1.946
897	1.946
898	1.945
899	1.945
900	1.945
901	1.944
902	1.943
903	1.943
904	1.942
905	1.941
906	1.94
907	1.939
908	1.938
909	1.937
910	1.936
911	1.935
912	1.934
913	1.934
914	1.933
915	1.932
916	1.931
917	1.931
918	1.93
919	1.93
920	1.929
921	1.929
922	1.929
923	1.928
924	1.928
925	1.928
926	1.928
927	1.929
928	1.929
929	1.929
930	1.929
931	1.93
932	1.93
933	1.93
934	1.931
935	1.931
936	1.932
937	1.932
938	1.933
939	1.933
940	1.934
941	1.934
942	1.935
943	1.935
944	1.936
945	1.936
946	1.936
947	1.937
948	1.937
949	1.937
950	1.937
951	1.938
952	1.938
953	1.938
954	1.938
955	1.938
956	1.938
957	1.937
958	1.937
959	1.937
960	1.937
961	1.937
962	1.937
963	1.936
964	1.936
965	1.936
966	1.935
967	1.935
968	1.935
969	1.935
970	1.934
971	1.934
972	1.934
973	1.934
974	1.934
975	1.933
976	1.933
977	1.933
978	1.933
979	1.933
980	1.933
981	1.933
982	1.933
983	1.933
984	1.933
985	1.933
986	1.933
987	1.933
988	1.933
989	1.933
990	1.933
991	1.933
992	1.933
993	1.934
994	1.934
995	1.934
996	1.934
997	1.934
998	1.934
999	1.934
1000	1.935
1001	1.935
1002	1.935
1003	1.935
1004	1.935
1005	1.935
1006	1.935
1007	1.935
1008	1.935
1009	1.935
1010	1.935
1011	1.935
1012	1.935
1013	1.935
1014	1.935
1015	1.935
1016	1.935
1017	1.935
1018	1.935
1019	1.935
1020	1.935
1021	1.935
1022	1.935
1023	1.935
1024	1.935
1025	1.935
1026	1.935
1027	1.934
1028	1.934
1029	1.934
1030	1.934
1031	1.935
1032	1.937
1033	1.941
1034	1.947
1035	1.955
1036	1.965
1037	1.976
1038	1.988
1039	2.001
1040	2.014
1041	2.028
1042	2.042
1043	2.056
1044	2.07
1045	2.084
1046	2.097
1047	2.11
1048	2.122
1049	2.133
1050	2.144
1051	2.153
1052	2.162
1053	2.169
1054	2.175
1055	2.18
1056	2.184
1057	2.187
1058	2.188
1059	2.189
1060	2.188
1061	2.186
1062	2.184
1063	2.18
1064	2.175
1065	2.17
1066	2.164
1067	2.158
1068	2.151
1069	2.144
1070	2.137
1071	2.129
1072	2.122
1073	2.114
1074	2.107
1075	2.099
1076	2.092
1077	2.086
1078	2.08
1079	2.074
1080	2.069
1081	2.064
1082	2.06
1083	2.057
1084	2.054
1085	2.052
1086	2.051
1087	2.05
1088	2.05
1089	2.05
1090	2.051
1091	2.053
1092	2.054
1093	2.057
1094	2.06
1095	2.063
1096	2.066
1097	2.07
1098	2.074
1099	2.078
1100	2.082
1101	2.086
1102	2.09
1103	2.094
1104	2.098
1105	2.101
1106	2.105
1107	2.108
1108	2.111
1109	2.114
1110	2.117
1111	2.119
1112	2.121
1113	2.122
1114	2.123
1115	2.124
1116	2.124
1117	2.125
1118	2.124
1119	2.124
1120	2.123
1121	2.122
1122	2.121
1123	2.119
1124	2.118
1125	2.116
1126	2.114
1127	2.112
1128	2.11
1129	2.107
1130	2.105
1131	2.103
1132	2.101
1133	2.099
1134	2.097
1135	2.095
1136	2.093
1137	2.091
1138	2.09
1139	2.089
1140	2.087
1141	2.086
1142	2.086
1143	2.085
1144	2.085
1145	2.084
1146	2.084
1147	2.084
1148	2.085
1149	2.085
1150	2.086
1151	2.086
1152	2.087
1153	2.088
1154	2.089
1155	2.09
1156	2.091
1157	2.092
1158	2.093
1159	2.095
1160	2.096
1161	2.097
1162	2.098
1163	2.099
1164	2.1
1165	2.101
1166	2.102
1167	2.103
1168	2.104
1169	2.104
1170	2.105
1171	2.105
1172	2.106
1173	2.106
1174	2.106
1175	2.106
1176	2.106
1177	2.106
1178	2.106
1179	2.105
1180	2.105
1181	2.104
1182	2.104
1183	2.103
1184	2.103
1185	2.102
1186	2.102
1187	2.101
1188	2.1
1189	2.1
1190	2.099
1191	2.099
1192	2.098
1193	2.097
1194	2.097
1195	2.096
1196	2.096
1197	2.096
1198	2.095
1199	2.095
1200	2.095
1201	2.095
1202	2.094
1203	2.094
1204	2.094
1205	2.094
1206	2.094
1207	2.095
1208	2.095
1209	2.095
1210	2.095
1211	2.095
1212	2.096
1213	2.096
1214	2.096
1215	2.097
1216	2.097
1217	2.097
1218	2.098
1219	2.098
1220	2.098
1221	2.099
1222	2.099
1223	2.099
1224	2.099
1225	2.1
1226	2.1
1227	2.1
1228	2.1
1229	2.1
1230	2.1
1231	2.101
1232	2.101
1233	2.101
1234	2.101
1235	2.101
1236	2.1
1237	2.1
1238	2.1
1239	2.1
1240	2.1
1241	2.1
1242	2.1
1243	2.1
1244	2.099
1245	2.099
1246	2.099
1247	2.099
1248	2.099
1249	2.098
1250	2.098
1251	2.098
1252	2.098
1253	2.098
1254	2.098
1255	2.098
1256	2.097
1257	2.097
1258	2.097
1259	2.097
1260	2.097
1261	2.097
1262	2.097
1263	2.097
1264	2.097
1265	2.097
1266	2.097
1267	2.097
1268	2.097
1269	2.098
1270	2.098

